frame_name;actor_name;gender;top;right;bottom;left
JudS-101510.jpeg;Ferdinand_Marian;M;101;492;153;440
JudS-104339.jpeg;Albert_Florath;M;110;411;239;282
JudS-104401.jpeg;Ferdinand_Marian;M;80;593;187;485
JudS-105237.jpeg;Albert_Florath;M;96;440;225;311
JudS-106280.jpeg;Ferdinand_Marian;M;104;509;211;402
JudS-107683.jpeg;Ferdinand_Marian;M;92;497;199;390
JudS-109478.jpeg;Hilde_von_Stolz;F;57;448;242;262
JudS-110277.jpeg;Hilde_von_Stolz;F;116;494;270;339
JudS-11134.jpeg;Hilde_von_Stolz;F;168;311;297;182
JudS-113812.jpeg;Ferdinand_Marian;M;110;425;239;296
JudS-114412.jpeg;Ferdinand_Marian;M;98;511;253;356
JudS-11924.jpeg;Hilde_von_Stolz;F;107;193;159;141
JudS-127083.jpeg;Ferdinand_Marian;M;133;390;288;236
JudS-128250.jpeg;Ferdinand_Marian;M;63;419;384;98
JudS-129411.jpeg;Albert_Florath;M;118;439;341;216
JudS-129673.jpeg;Albert_Florath;M;118;439;341;216
JudS-131249.jpeg;Ferdinand_Marian;M;56;485;163;378
JudS-131417.jpeg;Ferdinand_Marian;M;68;485;175;378
JudS-131853.jpeg;Ferdinand_Marian;M;66;524;156;434
JudS-132079.jpeg;Ferdinand_Marian;M;63;562;384;241
JudS-132401.jpeg;Ferdinand_Marian;M;82;557;350;290
JudS-132523.jpeg;Ferdinand_Marian;M;80;569;155;494
JudS-135035.jpeg;Ferdinand_Marian;M;104;342;211;235
JudS-135256.jpeg;Ferdinand_Marian;M;82;339;211;210
JudS-135695.jpeg;Ferdinand_Marian;M;81;408;236;253
JudS-135860.jpeg;Ferdinand_Marian;M;81;408;236;253
JudS-139153.jpeg;Ferdinand_Marian;M;73;280;135;218
JudS-140126.jpeg;Ferdinand_Marian;M;81;304;236;150
JudS-140861.jpeg;Ferdinand_Marian;M;110;325;239;196
JudS-14131.jpeg;Ferdinand_Marian;M;142;513;365;291
JudS-143073.jpeg;Ferdinand_Marian;M;92;402;199;294
JudS-149970.jpeg;Hilde_von_Stolz;F;211;66;262;14
