frame_name;actor_name;gender;top;right;bottom;left
DerPostmeister-101178.jpeg;Ruth_Hellberg;F;126;275;216;185
DerPostmeister-104180.jpeg;Hilde_Krahl;F;113;395;188;320
DerPostmeister-104680.jpeg;Hilde_Krahl;F;96;444;186;354
DerPostmeister-105832.jpeg;Hilde_Krahl;F;96;411;225;282
DerPostmeister-106404.jpeg;Hilde_Krahl;F;110;411;239;282
DerPostmeister-106654.jpeg;Hilde_Krahl;F;82;397;211;268
DerPostmeister-109661.jpeg;Hans_Holt;M;82;354;211;225
DerPostmeister-110354.jpeg;Siegfried_Breuer;M;32;356;94;294
DerPostmeister-110604.jpeg;Siegfried_Breuer;M;47;403;121;328
DerPostmeister-111311.jpeg;Siegfried_Breuer;M;63;519;138;444
DerPostmeister-113994.jpeg;Siegfried_Breuer;M;86;401;122;365
DerPostmeister-114461.jpeg;Siegfried_Breuer;M;194;453;230;417
DerPostmeister-11546.jpeg;Hilde_Krahl;F;47;444;121;370
DerPostmeister-118149.jpeg;Siegfried_Breuer;M;63;469;138;395
DerPostmeister-118289.jpeg;Siegfried_Breuer;M;80;469;155;395
DerPostmeister-121640.jpeg;Hans_Holt;M;239;446;291;394
DerPostmeister-122582.jpeg;Hilde_Krahl;F;92;474;199;366
DerPostmeister-122673.jpeg;Hans_Holt;M;76;384;166;295
DerPostmeister-122893.jpeg;Hilde_Krahl;F;116;390;270;236
DerPostmeister-123122.jpeg;Hilde_Krahl;F;116;390;270;236
DerPostmeister-123720.jpeg;Hilde_Krahl;F;116;408;270;253
DerPostmeister-123815.jpeg;Hilde_Krahl;F;116;408;270;253
DerPostmeister-124296.jpeg;Hilde_Krahl;F;101;533;153;481
DerPostmeister-124546.jpeg;Siegfried_Breuer;M;47;444;121;370
DerPostmeister-125025.jpeg;Hilde_Krahl;F;98;283;284;97
DerPostmeister-125025.jpeg;Siegfried_Breuer;M;82;440;211;311
DerPostmeister-125275.jpeg;Siegfried_Breuer;M;64;425;219;270
DerPostmeister-125275.jpeg;Hilde_Krahl;F;98;253;253;98
DerPostmeister-125525.jpeg;Siegfried_Breuer;M;47;476;202;322
DerPostmeister-125525.jpeg;Hilde_Krahl;F;98;253;253;98
DerPostmeister-125775.jpeg;Hilde_Krahl;F;116;253;270;98
DerPostmeister-125775.jpeg;Siegfried_Breuer;M;67;411;196;282
DerPostmeister-126446.jpeg;Hilde_Krahl;F;68;438;175;330
DerPostmeister-127302.jpeg;Siegfried_Breuer;M;38;412;90;360
DerPostmeister-12872.jpeg;Siegfried_Breuer;M;65;386;108;343
DerPostmeister-130935.jpeg;Hans_Holt;M;56;462;163;354
DerPostmeister-13122.jpeg;Siegfried_Breuer;M;39;432;101;370
DerPostmeister-13634.jpeg;Siegfried_Breuer;M;72;328;146;254
DerPostmeister-13803.jpeg;Siegfried_Breuer;M;118;366;304;180
DerPostmeister-14036.jpeg;Siegfried_Breuer;M;118;366;304;180
DerPostmeister-14260.jpeg;Siegfried_Breuer;M;150;339;305;184
DerPostmeister-15826.jpeg;Siegfried_Breuer;M;32;318;140;211
DerPostmeister-17033.jpeg;Siegfried_Breuer;M;44;331;95;279
DerPostmeister-17521.jpeg;Siegfried_Breuer;M;55;353;130;278
DerPostmeister-23639.jpeg;Hilde_Krahl;F;67;468;196;339
