frame_name;actor_name;gender;top;right;bottom;left
AltesHerzwirdwiederJung-122240.jpeg;Emil_Jannings;m;30;162;105;88
AltesHerzwirdwiederJung-122752.jpeg;Emil_Jannings;m;118;124;170;72
AltesHerzwirdwiederJung-124416.jpeg;Maria_Landrock;w;26;213;70;170
AltesHerzwirdwiederJung-129664.jpeg;Emil_Jannings;m;25;211;87;149
AltesHerzwirdwiederJung-129792.jpeg;Emil_Jannings;m;44;199;95;147
AltesHerzwirdwiederJung-130688.jpeg;Emil_Jannings;m;44;187;95;135
AltesHerzwirdwiederJung-130944.jpeg;Emil_Jannings;m;32;218;94;156
AltesHerzwirdwiederJung-131712.jpeg;Emil_Jannings;m;32;218;94;156
AltesHerzwirdwiederJung-133888.jpeg;Maria_Landrock;w;30;161;66;125
AltesHerzwirdwiederJung-138240.jpeg;Emil_Jannings;m;59;176;122;114
AltesHerzwirdwiederJung-138368.jpeg;Emil_Jannings;m;47;179;121;104
AltesHerzwirdwiederJung-138496.jpeg;Emil_Jannings;m;55;187;130;113
AltesHerzwirdwiederJung-143744.jpeg;Emil_Jannings;m;59;170;122;107
AltesHerzwirdwiederJung-147968.jpeg;Emil_Jannings;m;46;184;89;141
AltesHerzwirdwiederJung-149760.jpeg;Emil_Jannings;m;32;118;84;66
AltesHerzwirdwiederJung-149888.jpeg;Elisabeth_Flickenschild;w;41;213;84;170
AltesHerzwirdwiederJung-150272.jpeg;Elisabeth_Flickenschild;w;41;213;84;170
AltesHerzwirdwiederJung-154112.jpeg;Emil_Jannings;m;38;212;113;137
AltesHerzwirdwiederJung-154368.jpeg;Emil_Jannings;m;53;225;115;163
AltesHerzwirdwiederJung-155136.jpeg;Emil_Jannings;m;39;232;101;170
AltesHerzwirdwiederJung-18048.jpeg;Emil_Jannings;m;79;165;122;122
AltesHerzwirdwiederJung-20992.jpeg;Emil_Jannings;m;38;170;90;118
AltesHerzwirdwiederJung-21632.jpeg;Emil_Jannings;m;38;164;90;112
AltesHerzwirdwiederJung-22016.jpeg;Emil_Jannings;m;55;165;98;122
AltesHerzwirdwiederJung-25856.jpeg;Emil_Jannings;m;101;112;153;60
AltesHerzwirdwiederJung-27776.jpeg;Emil_Jannings;m;39;176;101;114
AltesHerzwirdwiederJung-28544.jpeg;Emil_Jannings;m;39;183;101;121
AltesHerzwirdwiederJung-28672.jpeg;Emil_Jannings;m;39;176;101;114
AltesHerzwirdwiederJung-28800.jpeg;Emil_Jannings;m;39;183;101;121
AltesHerzwirdwiederJung-28928.jpeg;Emil_Jannings;m;39;197;101;135
AltesHerzwirdwiederJung-29312.jpeg;Emil_Jannings;m;72;227;124;175
AltesHerzwirdwiederJung-30592.jpeg;Emil_Jannings;m;39;211;101;149
AltesHerzwirdwiederJung-30720.jpeg;Emil_Jannings;m;39;190;101;128
AltesHerzwirdwiederJung-38400.jpeg;Emil_Jannings;m;44;152;95;101
AltesHerzwirdwiederJung-47360.jpeg;Emil_Jannings;m;46;197;108;135
AltesHerzwirdwiederJung-47488.jpeg;Emil_Jannings;m;53;190;115;128
AltesHerzwirdwiederJung-48384.jpeg;Emil_Jannings;m;46;242;89;199
AltesHerzwirdwiederJung-48768.jpeg;Emil_Jannings;m;39;211;101;149
AltesHerzwirdwiederJung-48896.jpeg;Emil_Jannings;m;39;218;101;156
AltesHerzwirdwiederJung-68864.jpeg;Emil_Jannings;m;32;170;94;107
AltesHerzwirdwiederJung-71168.jpeg;Emil_Jannings;m;38;216;90;164
AltesHerzwirdwiederJung-73472.jpeg;Emil_Jannings;m;41;146;84;103
AltesHerzwirdwiederJung-84608.jpeg;Maria_Landrock;w;38;158;90;106
AltesHerzwirdwiederJung-86400.jpeg;Maria_Landrock;w;46;125;82;89
AltesHerzwirdwiederJung-9344.jpeg;Maria_Landrock;w;89;146;132;103
AltesHerzwirdwiederJung-93440.jpeg;Emil_Jannings;m;49;141;101;89
AltesHerzwirdwiederJung-94720.jpeg;Emil_Jannings;m;46;153;82;117
AltesHerzwirdwiederJung-9984.jpeg;Maria_Landrock;w;90;125;126;89
