frame_name;actor_name;gender;top;right;bottom;left
PitchPerfect-10620.jpeg;Rebel_Wilson;F;67;354;196;225
PitchPerfect-109498.jpeg;Brittany_Snow;F;82;225;211;96
PitchPerfect-113331.jpeg;Brittany_Snow;F;81;494;236;339
PitchPerfect-11616.jpeg;Anna_Kendrick;F;115;494;177;432
PitchPerfect-117301.jpeg;Anna_Kendrick;F;76;474;166;384
PitchPerfect-120186.jpeg;Anna_Kendrick;F;86;484;176;394
PitchPerfect-120526.jpeg;Rebel_Wilson;F;72;287;146;212
PitchPerfect-121054.jpeg;Brittany_Snow;F;55;239;107;187
PitchPerfect-121822.jpeg;Brittany_Snow;F;98;425;253;270
PitchPerfect-121901.jpeg;Rebel_Wilson;F;63;270;138;196
PitchPerfect-122914.jpeg;Rebel_Wilson;F;53;405;115;342
PitchPerfect-122914.jpeg;Anna_Kendrick;F;234;201;270;165
PitchPerfect-123064.jpeg;Anna_Kendrick;F;245;210;297;158
PitchPerfect-123567.jpeg;Brittany_Snow;F;81;390;236;236
PitchPerfect-128377.jpeg;Rebel_Wilson;F;96;378;171;303
PitchPerfect-130322.jpeg;Anna_Kendrick;F;77;366;263;180
PitchPerfect-130687.jpeg;Anna_Kendrick;F;146;536;221;461
PitchPerfect-131186.jpeg;Anna_Kendrick;F;146;544;236;454
PitchPerfect-144526.jpeg;Anna_Kendrick;F;78;296;130;245
PitchPerfect-15058.jpeg;Anna_Kendrick;F;73;204;135;142
PitchPerfect-157390.jpeg;Brittany_Snow;F;56;454;146;364
PitchPerfect-158236.jpeg;Anna_Kendrick;F;65;491;108;448
PitchPerfect-27426.jpeg;Anna_Kendrick;F;72;254;146;179
PitchPerfect-28464.jpeg;Anna_Kendrick;F;47;278;121;204
PitchPerfect-28654.jpeg;Anna_Kendrick;F;56;344;146;255
PitchPerfect-31770.jpeg;Brittany_Snow;F;88;419;163;345
PitchPerfect-33133.jpeg;Brittany_Snow;F;57;407;242;221
PitchPerfect-33329.jpeg;Brittany_Snow;F;96;440;225;311
PitchPerfect-34460.jpeg;Rebel_Wilson;F;76;524;166;434
PitchPerfect-35890.jpeg;Brittany_Snow;F;92;354;199;247
PitchPerfect-37390.jpeg;Anna_Kendrick;F;80;450;187;342
PitchPerfect-38578.jpeg;Rebel_Wilson;F;59;315;122;252
PitchPerfect-45505.jpeg;Brittany_Snow;F;63;245;138;171
PitchPerfect-45918.jpeg;Anna_Kendrick;F;82;454;211;325
PitchPerfect-46395.jpeg;Anna_Kendrick;F;92;557;199;450
PitchPerfect-47279.jpeg;Anna_Kendrick;F;96;440;225;311
PitchPerfect-53068.jpeg;Anna_Kendrick;F;63;229;138;154
PitchPerfect-54699.jpeg;Anna_Kendrick;F;88;345;163;270
PitchPerfect-55439.jpeg;Anna_Kendrick;F;80;247;187;139
PitchPerfect-55731.jpeg;Anna_Kendrick;F;80;282;187;175
PitchPerfect-56148.jpeg;Anna_Kendrick;F;86;305;176;215
PitchPerfect-58203.jpeg;Rebel_Wilson;F;76;414;166;325
PitchPerfect-58801.jpeg;Anna_Kendrick;F;68;378;175;270
PitchPerfect-61747.jpeg;Anna_Kendrick;F;56;354;146;265
PitchPerfect-66544.jpeg;Anna_Kendrick;F;80;328;155;254
PitchPerfect-70835.jpeg;Anna_Kendrick;F;106;514;196;424
PitchPerfect-7235.jpeg;Rebel_Wilson;F;82;354;211;225
PitchPerfect-80679.jpeg;Anna_Kendrick;F;63;245;138;171
PitchPerfect-80843.jpeg;Anna_Kendrick;F;63;254;138;179
PitchPerfect-81087.jpeg;Anna_Kendrick;F;63;254;138;179
PitchPerfect-81236.jpeg;Anna_Kendrick;F;63;254;138;179
PitchPerfect-81506.jpeg;Anna_Kendrick;F;63;245;138;171
PitchPerfect-81658.jpeg;Anna_Kendrick;F;55;262;130;187
PitchPerfect-84813.jpeg;Anna_Kendrick;F;81;322;236;167
PitchPerfect-85081.jpeg;Anna_Kendrick;F;81;339;236;184
PitchPerfect-85297.jpeg;Anna_Kendrick;F;81;322;236;167
PitchPerfect-85549.jpeg;Rebel_Wilson;F;49;423;101;371
PitchPerfect-85681.jpeg;Rebel_Wilson;F;77;448;263;262
PitchPerfect-86496.jpeg;Anna_Kendrick;F;98;356;253;201
PitchPerfect-86650.jpeg;Anna_Kendrick;F;98;322;253;167
PitchPerfect-87687.jpeg;Anna_Kendrick;F;94;425;156;363
PitchPerfect-91684.jpeg;Rebel_Wilson;F;47;469;121;395
