frame_name;actor_name;gender;top;right;bottom;left
FiftyShadesofGrey-109277.jpeg;Jamie_Dornan;M;56;563;146;474
FiftyShadesofGrey-111782.jpeg;Jamie_Dornan;M;68;270;175;163
FiftyShadesofGrey-114174.jpeg;Dakota_Johnson;F;56;534;146;444
FiftyShadesofGrey-129104.jpeg;Jamie_Dornan;M;0;646;260;379
FiftyShadesofGrey-129842.jpeg;Jamie_Dornan;M;23;587;290;319
FiftyShadesofGrey-133899.jpeg;Dakota_Johnson;F;67;483;196;354
FiftyShadesofGrey-134239.jpeg;Dakota_Johnson;F;81;476;236;322
FiftyShadesofGrey-13739.jpeg;Dakota_Johnson;F;23;498;290;230
FiftyShadesofGrey-137949.jpeg;Jamie_Dornan;M;81;373;236;218
FiftyShadesofGrey-138194.jpeg;Jamie_Dornan;M;81;356;236;201
FiftyShadesofGrey-138489.jpeg;Jamie_Dornan;M;43;414;266;191
FiftyShadesofGrey-139162.jpeg;Jamie_Dornan;M;43;439;266;216
FiftyShadesofGrey-145581.jpeg;Jamie_Dornan;M;98;531;284;345
FiftyShadesofGrey-147128.jpeg;Jamie_Dornan;M;0;646;260;379
FiftyShadesofGrey-147393.jpeg;Jamie_Dornan;M;23;646;290;379
FiftyShadesofGrey-168064.jpeg;Jamie_Dornan;M;125;540;254;411
FiftyShadesofGrey-168414.jpeg;Jamie_Dornan;M;139;554;268;425
FiftyShadesofGrey-186462.jpeg;Dakota_Johnson;F;96;554;225;425
FiftyShadesofGrey-190649.jpeg;Dakota_Johnson;F;98;494;253;339
FiftyShadesofGrey-200869.jpeg;Jamie_Dornan;M;43;637;266;414
FiftyShadesofGrey-201417.jpeg;Dakota_Johnson;F;77;469;263;283
FiftyShadesofGrey-211981.jpeg;Dakota_Johnson;F;77;489;263;304
FiftyShadesofGrey-233857.jpeg;Jamie_Dornan;M;68;613;291;390
FiftyShadesofGrey-239260.jpeg;Dakota_Johnson;F;67;583;196;454
FiftyShadesofGrey-26441.jpeg;Jamie_Dornan;M;77;572;263;386
FiftyShadesofGrey-267721.jpeg;Jamie_Dornan;M;73;508;135;446
FiftyShadesofGrey-273349.jpeg;Dakota_Johnson;F;68;617;175;509
FiftyShadesofGrey-273867.jpeg;Jamie_Dornan;M;118;448;304;262
FiftyShadesofGrey-274580.jpeg;Dakota_Johnson;F;80;641;187;533
FiftyShadesofGrey-29507.jpeg;Jamie_Dornan;M;68;588;291;365
FiftyShadesofGrey-31309.jpeg;Jamie_Dornan;M;68;588;291;365
FiftyShadesofGrey-328474.jpeg;Dakota_Johnson;F;110;683;239;554
FiftyShadesofGrey-33363.jpeg;Jamie_Dornan;M;68;588;291;365
FiftyShadesofGrey-353477.jpeg;Dakota_Johnson;F;81;304;236;150
FiftyShadesofGrey-361062.jpeg;Dakota_Johnson;F;82;640;211;511
FiftyShadesofGrey-361940.jpeg;Dakota_Johnson;F;96;640;225;511
FiftyShadesofGrey-362431.jpeg;Jamie_Dornan;M;67;554;196;425
FiftyShadesofGrey-364400.jpeg;Dakota_Johnson;F;57;448;242;262
FiftyShadesofGrey-365977.jpeg;Jamie_Dornan;M;57;593;242;407
FiftyShadesofGrey-372093.jpeg;Jamie_Dornan;M;0;799;180;613
FiftyShadesofGrey-374232.jpeg;Dakota_Johnson;F;43;489;266;266
FiftyShadesofGrey-374713.jpeg;Dakota_Johnson;F;43;613;266;390
FiftyShadesofGrey-379795.jpeg;Dakota_Johnson;F;36;428;222;242
FiftyShadesofGrey-384414.jpeg;Dakota_Johnson;F;57;551;242;366
FiftyShadesofGrey-427694.jpeg;Jamie_Dornan;M;43;464;266;241
FiftyShadesofGrey-427944.jpeg;Jamie_Dornan;M;19;439;242;216
FiftyShadesofGrey-428372.jpeg;Jamie_Dornan;M;106;554;196;464
FiftyShadesofGrey-428598.jpeg;Jamie_Dornan;M;80;545;187;438
FiftyShadesofGrey-429303.jpeg;Jamie_Dornan;M;52;617;320;349
FiftyShadesofGrey-435191.jpeg;Jamie_Dornan;M;0;588;217;365
FiftyShadesofGrey-48803.jpeg;Dakota_Johnson;F;98;428;284;242
FiftyShadesofGrey-50603.jpeg;Jamie_Dornan;M;57;428;242;242
FiftyShadesofGrey-51071.jpeg;Dakota_Johnson;F;57;655;242;469
FiftyShadesofGrey-53521.jpeg;Jamie_Dornan;M;43;464;266;241
FiftyShadesofGrey-54702.jpeg;Jamie_Dornan;M;68;689;175;581
FiftyShadesofGrey-54977.jpeg;Jamie_Dornan;M;66;683;156;593
FiftyShadesofGrey-55485.jpeg;Jamie_Dornan;M;68;677;175;569
FiftyShadesofGrey-56974.jpeg;Jamie_Dornan;M;43;637;266;414
FiftyShadesofGrey-59137.jpeg;Jamie_Dornan;M;81;425;236;270
FiftyShadesofGrey-65338.jpeg;Jamie_Dornan;M;43;439;266;216
FiftyShadesofGrey-70220.jpeg;Jamie_Dornan;M;43;563;266;340
FiftyShadesofGrey-70561.jpeg;Jamie_Dornan;M;23;587;290;319
